Borough,INCOME LEVEL,DBA,STREET,GRADE DATE,LATITUDE,LONGITUDE
Manhattan,high income,HARBS,3 AVENUE,4/18/2019,40.773357,-73.956208
Manhattan,high income,NEW YORK JR. LEAGUE,EAST   80 STREET,4/17/2019,40.773888,-73.954668
Manhattan,high income,SPICE,1 AVENUE,5/6/2019,40.773357,-73.956208
Manhattan,high income,WRAP N RUN GRILL,LEXINGTON AVENUE,5/23/2019,40.774204,-73.959375
Manhattan,high income,SALVO'S,YORK AVENUE,5/23/2019,40.771319,-73.950424
Manhattan,high income,ED'S ELBOW ROOM,EAST   78 STREET,5/7/2019,40.773731,-73.958109
Manhattan,high income,LUKE'S BAR & GRILL,THIRD AVENUE,6/6/2019,40.773528,-73.957774
Manhattan,high income,JUICE BAR NYC,3 AVENUE,6/6/2019,40.773357,-73.956208
Manhattan,high income,PARMA RESTAURANT,3 AVENUE,6/11/2019,40.773357,-73.956208
Manhattan,high income,SERAFINA FABULOUS PIZZA,MADISON AVENUE,5/31/2019,40.775565,-73.962604
Manhattan,high income,THE MEATBALL SHOP,2 AVENUE,6/6/2019,40.773357,-73.956208
Manhattan,high income,ELI'S ESSENTIALS,3 AVENUE,6/12/2019,40.773357,-73.956208
Manhattan,high income,BAR COASTAL,1 AVENUE,6/12/2019,40.773357,-73.956208
Manhattan,high income,DUNKIN' DONUTS,1 AVENUE,6/20/2019,40.773357,-73.956208
Manhattan,high income,EAST SIDE BAGEL CAFE,1 AVENUE,6/17/2019,40.773357,-73.956208
Manhattan,high income,CHEECH & PEPPE'S,2 AVENUE,6/19/2019,40.773357,-73.956208
Manhattan,high income,DON FILIPPO RESTAURANT,LEXINGTON AVENUE,6/27/2019,40.774204,-73.959375
Manhattan,high income,ANTIQUE GARAGE TRIBECA,CHURCH STREET,1/23/2020,40.718199,-74.005302
Manhattan,high income,AJISEN RAMEN,MOTT STREET,1/22/2020,40.71675,-73.997803
Manhattan,high income,OFFICE COFFEE,CANAL STREET,1/14/2020,40.720268,-74.003203
Manhattan,high income,FORLINIS RESTAURANT,BAXTER STREET,1/6/2020,40.717393,-73.999702
Manhattan,high income,BATARD,WEST BROADWAY,1/14/2020,40.719524,-74.006333
Manhattan,high income,TASTY HAND-PULLED NOODLES,DOYERS STREET,1/6/2020,40.714824,-73.998035
Manhattan,high income,PHO BANG RESTAURANT,MOTT STREET,1/2/2020,40.71675,-73.997803
Manhattan,high income,NINJA RESTAURANT,HUDSON STREET,1/22/2020,40.721302,-74.008227
Manhattan,high income,BILLY'S BAKERY,FRANKLIN STREET,1/3/2020,40.718402,-74.004962
Manhattan,high income,STARBUCKS,WORTH STREET,1/3/2020,40.715713,-74.003316
Manhattan,high income,TINY SHANGHAI,MULBERRY STREET,1/2/2020,40.717035,-73.99863
Manhattan,high income,VANDAM DELI KITCHEN,VANDAM STREET,1/3/2020,40.726451,-74.007022
Manhattan,high income,JAYA,BAXTER STREET,1/6/2020,40.717393,-73.999702
Manhattan,high income,JING FONG RESTAURANT,ELIZABETH STREET,1/15/2020,40.717532,-73.99635
Manhattan,high income,456 NEW SHANGHAI RESTAURANT,MOTT STREET,1/15/2020,40.71675,-73.997803
Manhattan,high income,11 HOWARD KITCHEN,LAFAYETTE STREET,1/23/2020,40.717847,-74.001004
Manhattan,high income,TAKESHI SUSHI,GRAND STREET,1/15/2020,40.720557,-73.999975
Manhattan,high income,CANAL STREET OYSTERS,WEST BROADWAY,1/17/2020,40.719524,-74.006333
Manhattan,high income,NEW MANDARIN COURT,MOTT STREET,1/2/2020,40.71675,-73.997803
Manhattan,high income,KAFFE 1668,GREENWICH STREET,12/24/2019,40.722146,-74.009955
Manhattan,high income,IL MULINO,GREENWICH STREET,1/14/2020,40.722146,-74.009955
Manhattan,high income,THALASSA,FRANKLIN STREET,1/22/2020,40.718402,-74.004962
Manhattan,high income,CHINESE TUXEDO,DOYERS STREET,1/21/2020,40.714824,-73.998035
Manhattan,high income,QUEEN BAKERY II,CENTRE STREET,1/23/2020,40.717696,-74.000534
Manhattan,high income,EDWARD'S,WEST BROADWAY,1/14/2020,40.719524,-74.006333
Manhattan,high income,L'ANGOLO RISTORANTE,DUANE STREET,1/6/2020,40.717048,-74.00886
Manhattan,high income,ATTRAVERSA,WEST BROADWAY,1/24/2020,40.719524,-74.006333
Manhattan,high income,NOM WAH TEA/DIM SUM PARLOR,DOYERS STREET,1/13/2020,40.714824,-73.998035
Manhattan,high income,DISTILLED NYC,WEST BROADWAY,1/14/2020,40.719524,-74.006333
Manhattan,high income,TATAKI SUSHI RESTAURANT,LISPENARD STREET,1/7/2020,40.719911,-74.004308
Manhattan,high income,SOHO DINER,WEST BROADWAY,1/24/2020,40.719524,-74.006333
Manhattan,high income,XO RESTAURANT,HESTER STREET,1/7/2020,40.718021,-73.997794
Manhattan,high income,BLACK BURGER / 5 BOROUGH PIZZA / POKEBOWL,CANAL STREET,1/24/2020,40.720268,-74.003203
Manhattan,high income,AMAZING 66 RESTAURANT,MOTT STREET,1/10/2020,40.71675,-73.997803
Manhattan,high income,HOUSEMAN RESTAURANT,GREENWICH STREET,1/17/2020,40.722146,-74.009955
Manhattan,high income,THREE EIGHTY ATE,GREENWICH STREET,1/7/2020,40.722146,-74.009955
Manhattan,high income,BIBBLE & SIP,HESTER STREET,1/15/2020,40.718021,-73.997794
Manhattan,high income,CIVIC DELI,WORTH STREET,12/27/2019,40.715713,-74.003316
Manhattan,high income,LOCAL & VINE,HUDSON STREET,1/17/2020,40.721302,-74.008227
Manhattan,high income,CASA BELLA,MULBERRY STREET,1/2/2020,40.717035,-73.99863
Manhattan,high income,STARBUCKS,WEST BROADWAY,1/13/2020,40.719524,-74.006333
Manhattan,high income,STONE BRIDGE PIZZA,VANDAM STREET,1/3/2020,40.726451,-74.007022
Manhattan,high income,WOLFGANG'S STEAKHOUSE,GREENWICH STREET,1/30/2020,40.722146,-74.009955
Manhattan,high income,GREEN GARDEN VILLAGE,GRAND STREET,1/28/2020,40.720557,-73.999975
Manhattan,high income,RISTORANTE LUNA,MULBERRY STREET,2/12/2020,40.717035,-73.99863
Manhattan,high income,XI'AN FAMOUS FOODS,BAYARD STREET,2/3/2020,40.715497,-73.998368
Manhattan,high income,GROTTA AZZURRA,MULBERRY STREET,2/3/2020,40.717035,-73.99863
Manhattan,high income,JULIA TEA & DIM SUM HOUSE,MOTT STREET,2/6/2020,40.71675,-73.997803
Manhattan,high income,SEAMORE'S,BROOME STREET,2/6/2020,40.722309,-74.000381
Manhattan,high income,TASTE TACO HOUSE,CHURCH STREET,2/14/2020,40.718199,-74.005302
Manhattan,high income,LA NONNA,MULBERRY STREET,2/3/2020,40.717035,-73.99863
Manhattan,high income,TAUREAU LA SIRENE,BROOME STREET,1/28/2020,40.722309,-74.000381
Manhattan,high income,KONG SIHK TONG,BAYARD STREET,2/11/2020,40.715497,-73.998368
Manhattan,high income,JOE'S SHANGHAI RESTAURANT,BOWERY,2/14/2020,40.71626,-73.996388
Manhattan,high income,SAMURICE,CANAL STREET,1/28/2020,40.720268,-74.003203
Manhattan,high income,JOE'S STEAM RICE ROLL,CANAL STREET,1/28/2020,40.720268,-74.003203
Manhattan,high income,THE DOUGH CLUB,BAXTER STREET,2/6/2020,40.717393,-73.999702
Manhattan,high income,BOBA GUYS,CANAL STREET,2/6/2020,40.720268,-74.003203
Manhattan,high income,JUST SALAD,HUDSON ST,1/30/2020,40.721302,-74.008227
Manhattan,high income,TRIBECA PARK CAFE,WALKER STREET,1/30/2020,40.718438,-74.001926
Manhattan,high income,MOONCAKE FOODS,6TH AVE,1/30/2020,40.724867,-74.004204
Manhattan,high income,CAPRI RISTORANTE PIZZERIA BAR,MULBERRY STREET,1/28/2020,40.717035,-73.99863
Manhattan,high income,CAFFE BENE,CANAL STREET,1/30/2020,40.720268,-74.003203
Manhattan,high income,DA MIKELE,CHURCH STREET,1/28/2020,40.718199,-74.005302
Manhattan,high income,H.K WONTON GARDEN,MULBERRY STREET,1/28/2020,40.717035,-73.99863
Manhattan,high income,NB WING WONG,BOWERY,2/12/2020,40.71626,-73.996388
Manhattan,high income,WESTVILLE,HUDSON STREET,1/31/2020,40.721302,-74.008227
Manhattan,high income,JUNZI KITCHEN,VANDAM STREET,2/6/2020,40.726451,-74.007022
Manhattan,high income,NEW YORK LAW SCHOOL,WEST BROADWAY,2/7/2020,40.719524,-74.006333
Manhattan,high income,THAILICIOUS,BAXTER STREET,2/12/2020,40.717393,-73.999702
Manhattan,high income,THE BLOND/THE LIBRARY,LAFAYETTE STREET,2/7/2020,40.717847,-74.001004
Manhattan,high income,MAMAN HUDSON,HUDSON STREET,2/7/2020,40.721302,-74.008227
Manhattan,high income,tutto il giorno,FRANKLIN STREET,2/5/2020,40.718402,-74.004962
Manhattan,high income,NICE ONE BAKERY,BAYARD STREET,2/5/2020,40.715497,-73.998368
Manhattan,high income,JUNG SIK,HARRISON STREET,1/28/2020,40.718543,-74.009609
Manhattan,high income,LA BELLA VITA,MULBERRY STREET,2/19/2020,40.717035,-73.99863
Manhattan,high income,GASOLINE ALLEY COFFEE,GRAND STREET,1/28/2020,40.720557,-73.999975
Manhattan,high income,BAKE CULTURE,BOWERY,2/14/2020,40.71626,-73.996388
Manhattan,high income,PAESANO'S,MULBERRY STREET,2/3/2020,40.717035,-73.99863
Manhattan,high income,BRANDY LIBRARY LOUNGE,NORTH MOORE STREET,2/5/2020,40.720264,-74.009775
Manhattan,high income,XO TASTE,ELIZABETH STREET,2/27/2020,40.717532,-73.99635
Manhattan,high income,SQUARE DINER,LEONARD STREET,3/2/2020,40.716392,-74.00356
Manhattan,high income,WONTON NOODLE GARDEN,MOTT STREET,2/24/2020,40.71675,-73.997803
Manhattan,high income,ZONA TRIBECA MEZCALERIA,GREENWICH STREET,3/3/2020,40.722146,-74.009955
Manhattan,high income,TINY'S AND THE BAR UPSTAIRS,WEST BROADWAY,3/9/2020,40.719524,-74.006333
Manhattan,high income,AMAZING 66 RESTAURANT,MOTT STREET,3/9/2020,40.71675,-73.997803
Manhattan,high income,TERROIR TRIBECA,HARRISON STREET,2/24/2020,40.718543,-74.009609
Manhattan,high income,VIETSPOT,CHURCH STREET,3/9/2020,40.718199,-74.005302
Manhattan,high income,ZIA MARIA LITTLE ITALY,MULBERRY STREET,2/19/2020,40.717035,-73.99863
Manhattan,high income,La Colombe,VANDAM STREET,3/6/2020,40.726451,-74.007022
Manhattan,high income,MEE SUM CAFE,PELL STREET,2/27/2020,40.714967,-73.997764
Manhattan,high income,WISEFISH,GREENWICH STREET,3/9/2020,40.722146,-74.009955
Manhattan,high income,BOKA,PELL STREET,3/3/2020,40.714967,-73.997764
Manhattan,high income,EGGLOO,MULBERRY STREET,2/24/2020,40.717035,-73.99863
Manhattan,high income,BROOKLYN DIAMOND COFFEE,WEST BROADWAY,2/21/2020,40.719524,-74.006333
Manhattan,high income,TONII'S RICE NOODLE,BAYARD STREET,2/28/2020,40.715497,-73.998368
Manhattan,high income,CAFE BY SHIKI,WOOSTER STREET,2/21/2020,40.721915,-74.003076
Manhattan,high income,PEKING DUCK HOUSE,MOTT STREET,3/3/2020,40.71675,-73.997803
Manhattan,high income,DUNKIN',CANAL STREET,2/28/2020,40.720268,-74.003203
Manhattan,high income,CITIGROUP 388 EDR,GREENWICH STREET,3/4/2020,40.722146,-74.009955
Manhattan,high income,SHANGHAI ASIAN CUISINE,ELIZABETH STREET,2/20/2020,40.717532,-73.99635
Manhattan,high income,BIG WONG RESTAURANT,MOTT STREET,2/28/2020,40.71675,-73.997803
Manhattan,high income,PRIMO'S BAR,WEST BROADWAY,3/3/2020,40.719524,-74.006333
Manhattan,high income,LA COLOMBE TORREFACTION,CHURCH STREET,2/19/2020,40.718199,-74.005302
Manhattan,high income,GALLI RESTAURANT,MERCER STREET,3/2/2020,40.721333,-74.00176
Manhattan,high income,IL MULINO PRIME,WEST BROADWAY,2/20/2020,40.719524,-74.006333
Manhattan,high income,BEARIN WHEEL PIE,WALKER STREET,2/28/2020,40.718438,-74.001926
Manhattan,high income,GREAT N.Y. NOODLETOWN,BOWERY,3/6/2020,40.71626,-73.996388
Manhattan,high income,MAMAN,WEST BROADWAY,2/20/2020,40.719524,-74.006333
Manhattan,high income,WOOPS! BAKESHOP,WORTH STREET,3/6/2020,40.715713,-74.003316
Manhattan,high income,CITIGROUP EXECUTIVE DINING ROOM,GREENWICH STREET,2/20/2020,40.722146,-74.009955
Manhattan,high income,MACAO  RESTAURANT AND BAR,CHURCH STREET,3/3/2020,40.718199,-74.005302
Manhattan,high income,NY 99 CENTS PIZZA,LAFAYETTE STREET,2/28/2020,40.717847,-74.001004
Manhattan,high income,ZUTTO JAPANESE AMERICAN PUB,HUDSON STREET,3/3/2020,40.721302,-74.008227
Manhattan,high income,THE CHAI SPOT,MOTT STREET,2/28/2020,40.71675,-73.997803
Manhattan,high income,SHAN DONG DUMPLING,MOSCO STREET,3/2/2020,40.71465,-73.999001
Manhattan,high income,CHIKARASHI,CANAL STREET,3/16/2020,40.720268,-74.003203
Manhattan,high income,ANEJO TRIBECA,WALKER STREET,3/16/2020,40.718438,-74.001926
Manhattan,high income,WILD GINGER VEGETARIAN KITCHEN,BROOME STREET,3/10/2020,40.722309,-74.000381
Manhattan,high income,GREENWICH STREET TAVERN,GREENWICH STREET,3/10/2020,40.722146,-74.009955
Manhattan,high income,MATCHAFUL,CANAL STREET,3/13/2020,40.720268,-74.003203
Manhattan,high income,BURGER INN AND GRILL,CHURCH STREET,3/11/2020,40.718199,-74.005302
Manhattan,high income,TAIWAN BEAR HOUSE,PELL STREET,3/16/2020,40.714967,-73.997764
Manhattan,high income,IL CORTILE RESTAURANT,MULBERRY STREET,3/11/2020,40.717035,-73.99863
Manhattan,high income,TOKYO BAY JAPANESE RESTAURANT,DUANE STREET,3/12/2020,40.717048,-74.00886
Manhattan,high income,CHA CHA MATCHA,BROOME STREET,3/13/2020,40.722309,-74.000381
Manhattan,high income,NYONYA,GRAND STREET,3/16/2020,40.720557,-73.999975
Manhattan,high income,Nuan Xin Rice Roll,ELIZABETH STREET,3/16/2020,40.717532,-73.99635
Manhattan,high income,SARABETH'S,GREENWICH STREET,10/29/2019,40.722146,-74.009955
Manhattan,high income,WICHCRAFT,GREENWICH STREET,10/29/2019,40.722146,-74.009955
Manhattan,high income,WALKER'S RESTAURANT,NORTH MOORE STREET,10/25/2019,40.720264,-74.009775
Manhattan,high income,SOHO EATERY,CANAL STREET,10/29/2019,40.720268,-74.003203
Manhattan,high income,BANH MI SAIGON BAKERY,GRAND STREET,10/29/2019,40.720557,-73.999975
Manhattan,high income,LABELLA FERRARA,MULBERRY STREET,10/28/2019,40.717035,-73.99863
Manhattan,high income,FLEET BAKERY,BOWERY,10/29/2019,40.71626,-73.996388
Manhattan,high income,BIG WONG RESTAURANT,MOTT STREET,10/15/2019,40.71675,-73.997803
Manhattan,high income,NEW HONG WONG SEAFOOD RESTAURANT,BOWERY,10/28/2019,40.71626,-73.996388
Manhattan,high income,NOODLE VILLAGE,MOTT STREET,10/29/2019,40.71675,-73.997803
Manhattan,high income,RANDOLPH BEER,BROOME STREET,10/21/2019,40.722309,-74.000381
Manhattan,high income,BAR HUGO,GREENWICH STREET,10/29/2019,40.722146,-74.009955
Manhattan,high income,CHIU HONG BAKERY,MOTT STREET,10/15/2019,40.71675,-73.997803
Manhattan,high income,SOHO THAI,GRAND STREET,10/10/2019,40.720557,-73.999975
Manhattan,high income,ANEJO TRIBECA,WALKER STREET,10/29/2019,40.718438,-74.001926
Manhattan,high income,BUDDHA BODAI ONE VEGETARIAN RESTAURANT,MOTT STREET,10/8/2019,40.71675,-73.997803
Manhattan,high income,CAFE CLEMENTINE,WEST BROADWAY,10/17/2019,40.719524,-74.006333
Manhattan,high income,WEATHER UP,DUANE STREET,10/29/2019,40.717048,-74.00886
Manhattan,high income,MTEA,BAYARD STREET,10/15/2019,40.715497,-73.998368
Manhattan,high income,AUGUST GATHERINGS,CANAL STREET,10/24/2019,40.720268,-74.003203
Manhattan,high income,BEARIN WHEEL PIE,WALKER STREET,10/11/2019,40.718438,-74.001926
Manhattan,high income,88 LAN ZHOU HANDMADE NOODLE & DUMPLING,BOWERY,10/29/2019,40.71626,-73.996388
Manhattan,high income,GOLDEN KING BAKERY,BOWERY,11/1/2019,40.71626,-73.996388
Manhattan,high income,T SWIRL CREPE,MOTT STREET,10/29/2019,40.71675,-73.997803
Manhattan,high income,VIETSPOT,CHURCH STREET,10/9/2019,40.718199,-74.005302
Manhattan,high income,ESTANCIA 460,GREENWICH STREET,10/18/2019,40.722146,-74.009955
Manhattan,high income,TINY'S AND THE BAR UPSTAIRS,WEST BROADWAY,10/9/2019,40.719524,-74.006333
Manhattan,high income,LUNELLA RISTORANTE,MULBERRY STREET,11/1/2019,40.717035,-73.99863
Manhattan,high income,ATERA,WORTH STREET,10/16/2019,40.715713,-74.003316
Manhattan,high income,BENITO ONE,MULBERRY STREET,10/22/2019,40.717035,-73.99863
Manhattan,high income,CAFE HONG KONG,BAYARD STREET,10/29/2019,40.715497,-73.998368
Manhattan,high income,ANTICA,CANAL STREET,10/29/2019,40.720268,-74.003203
Manhattan,high income,FUNNY BBQ,BOWERY,10/10/2019,40.71626,-73.996388
Manhattan,high income,THE ROXY HOTEL,WHITE STREET,10/18/2019,40.717575,-74.002627
Manhattan,high income,HO WON BAKE,HESTER STREET,10/28/2019,40.718021,-73.997794
Manhattan,high income,SUSHI AZABU,GREENWICH STREET,10/31/2019,40.722146,-74.009955
Manhattan,high income,SOHO 54,WATTS STREET,11/14/2019,40.723748,-74.007167
Manhattan,high income,SAM'S DELI,MULBERRY STREET,10/30/2019,40.717035,-73.99863
Manhattan,high income,SHOJI,LEONARD STREET,10/16/2019,40.716392,-74.00356
Manhattan,high income,TOFU TOFU,BOWERY,10/28/2019,40.71626,-73.996388
Manhattan,high income,TASTE TACO HOUSE,CHURCH STREET,11/12/2019,40.718199,-74.005302
Manhattan,high income,LA MELA RESTAURANT,MULBERRY STREET,10/15/2019,40.717035,-73.99863
Manhattan,high income,MAMAN,CENTRE STREET,10/25/2019,40.717696,-74.000534
Manhattan,high income,GITANO,GRAND STREET,11/18/2019,40.720557,-73.999975
Manhattan,high income,MCDONALD'S,CANAL STREET,10/18/2019,40.720268,-74.003203
Manhattan,high income,NEW CAMERON BAKERY,CANAL STREET,10/10/2019,40.720268,-74.003203
Manhattan,high income,LUPE'S EAST L.A. KITCHEN,AVENUE OF THE AMERICAS,10/30/2019,40.723024,-74.005278
Manhattan,high income,CASA BOCADO,BOWERY,10/15/2019,40.71626,-73.996388
Manhattan,high income,THE GREEK,GREENWICH STREET,10/16/2019,40.722146,-74.009955
Manhattan,high income,TASTY DUMPLING,MULBERRY STREET,10/25/2019,40.717035,-73.99863
Manhattan,high income,LANDMARK COFFEE SHOP,GRAND STREET,10/25/2019,40.720557,-73.999975
Manhattan,high income,SUBWAY,WORTH STREET,10/29/2019,40.715713,-74.003316
Manhattan,high income,99 CENT TASTY & FRESH PIZZA,CANAL STREET,10/28/2019,40.720268,-74.003203
Manhattan,high income,WHITMANS,HUDSON STREET,10/18/2019,40.721302,-74.008227
Manhattan,high income,CANTON LOUNGE,MOTT STREET,10/25/2019,40.71675,-73.997803
Manhattan,high income,TERRA,WEST BROADWAY,11/14/2019,40.719524,-74.006333
Manhattan,high income,SWEET HOUSE DRINKS AND DESSERTS,BAYARD STREET,11/25/2019,40.715497,-73.998368
Manhattan,high income,LUNELLA RISTORANTE,MULBERRY STREET,11/25/2019,40.717035,-73.99863
Manhattan,high income,CHRISTMAS IN THE CITY,MULBERRY STREET,11/25/2019,40.717035,-73.99863
Manhattan,high income,BAYARD SUSHI,BAYARD STREET,11/7/2019,40.715497,-73.998368
Manhattan,high income,DA NICO RESTAURANT,MULBERRY STREET,11/21/2019,40.717035,-73.99863
Manhattan,high income,DY JUICE BAR,VESTRY STREET,11/19/2019,40.722635,-74.009302
Manhattan,high income,PHO NEW YORK RESTAURANT,MULBERRY STREET,11/15/2019,40.717035,-73.99863
Manhattan,high income,MARGHERITA,GRAND STREET,11/26/2019,40.720557,-73.999975
Manhattan,high income,TAURO RESTAURANT,HUDSON STREET,12/16/2019,40.721302,-74.008227
Manhattan,high income,FELIX,WEST BROADWAY,11/22/2019,40.719524,-74.006333
Manhattan,high income,BUDDHA BODAI ONE VEGETARIAN RESTAURANT,MOTT STREET,11/13/2019,40.71675,-73.997803
Manhattan,high income,BAZ BAGEL AND RESTAURANT,GRAND STREET,11/15/2019,40.720557,-73.999975
Manhattan,high income,HAPPY BONES,BROOME STREET,11/26/2019,40.722309,-74.000381
Manhattan,high income,PEPE ROSSO SOCIAL,MOTT STREET,11/15/2019,40.71675,-73.997803
Manhattan,high income,VIVI BUBBLE TEA,HESTER STREET,12/17/2019,40.718021,-73.997794
Manhattan,high income,LOCANDA VERDE,GREENWICH STREET,11/22/2019,40.722146,-74.009955
Manhattan,high income,NHA-TRANG CENTRE VIETNAM RESTAURANT,CENTRE STREET,11/12/2019,40.717696,-74.000534
Manhattan,high income,CICCIO CAFE,6 AVENUE,11/6/2019,40.722105,-74.003497
Manhattan,high income,GONG CHA,BAYARD STREET,11/6/2019,40.715497,-73.998368
Manhattan,high income,BLUE BOTTLE COFFEE,VARICK STREET,11/8/2019,40.724402,-74.006039
Manhattan,high income,UNITED GROCERY & DELI,HUDSON STREET,11/22/2019,40.721302,-74.008227
Manhattan,high income,NISH NUSH,READE STREET,11/20/2019,40.715885,-74.00859
Manhattan,high income,THINK COFFEE,BROADWAY,11/14/2019,40.718708,-74.002787
Manhattan,high income,NOW OR NEVER COFFEE,GRAND STREET,11/19/2019,40.720557,-73.999975
Manhattan,high income,SUN SAI GAI RESTAURANT,CANAL STREET,11/8/2019,40.720268,-74.003203
Manhattan,high income,DR. SMOOD,BROOME STREET,12/16/2019,40.722309,-74.000381
Manhattan,high income,SWEETGREEN VANDAM DELIVERY KITCHEN,VANDAM STREET,11/26/2019,40.726451,-74.007022
Manhattan,high income,Nuan Xin Rice Roll,ELIZABETH STREET,11/6/2019,40.717532,-73.99635
Manhattan,high income,SWEETS BAKERY,WALKER STREET,11/6/2019,40.718438,-74.001926
Manhattan,high income,Haven Cafe,MOTT STREET,11/15/2019,40.71675,-73.997803
Manhattan,high income,V CAFE,GREENWICH STREET,11/26/2019,40.722146,-74.009955
Manhattan,high income,BLUE BOTTLE COFFEE,BROADWAY,11/15/2019,40.718708,-74.002787
Manhattan,high income,ORIGINAL PUGLIA RISTORANTE ITALIANO,HESTER STREET,11/6/2019,40.718021,-73.997794
Manhattan,high income,FLIPPERS,WEST BROADWAY,11/15/2019,40.719524,-74.006333
Manhattan,high income,NICE FISH & NOODLE HOUSE,ELIZABETH STREET,11/15/2019,40.717532,-73.99635
Manhattan,high income,MANGO MANGO DESSERT,BAYARD STREET,11/6/2019,40.715497,-73.998368
Manhattan,high income,CHINATOWN TAI PAN BAKERY,CANAL STREET,11/15/2019,40.720268,-74.003203
Manhattan,high income,SWEET MOMENT,MOTT STREET,11/22/2019,40.71675,-73.997803
Manhattan,high income,DUNKIN',CANAL STREET,11/22/2019,40.720268,-74.003203
Manhattan,high income,NOM WAH TEA/DIM SUM PARLOR,DOYERS STREET,12/12/2019,40.714824,-73.998035
Manhattan,high income,BUONA NOTTE,MULBERRY STREET,12/17/2019,40.717035,-73.99863
Manhattan,high income,THE CUPPING ROOM CAFE,WEST BROADWAY,12/20/2019,40.719524,-74.006333
Manhattan,high income,TROPICAL 128,ELIZABETH STREET,12/2/2019,40.717532,-73.99635
Manhattan,high income,AUDREY BAKERY & CAFE,CANAL STREET,11/27/2019,40.720268,-74.003203
Manhattan,high income,AURORA SOHO,BROOME STREET,12/17/2019,40.722309,-74.000381
Manhattan,high income,TWO HANDS TRIBECA,CHURCH STREET,12/5/2019,40.718199,-74.005302
Manhattan,high income,CHIPOTLE MEXICAN GRILL,BROADWAY,12/17/2019,40.718708,-74.002787
Manhattan,high income,TRIBECA BAGELS,CANAL STREET,12/18/2019,40.720268,-74.003203
Manhattan,high income,YVES,GREENWICH STREET,12/17/2019,40.722146,-74.009955
Manhattan,high income,LUCY LOVES MANERO'S PIZZA,MULBERRY STREET,12/4/2019,40.717035,-73.99863
Manhattan,high income,HAROLD'S,HUDSON STREET,11/27/2019,40.721302,-74.008227
Manhattan,high income,CAPRI RISTORANTE PIZZERIA BAR,MULBERRY STREET,12/6/2019,40.717035,-73.99863
Manhattan,high income,ASIA ROMA,MULBERRY STREET,11/26/2019,40.717035,-73.99863
Manhattan,high income,YIN JI CHANG FEN,BAYARD STREET,12/16/2019,40.715497,-73.998368
Manhattan,high income,HOUSE SPECIAL RESTAURANT,HESTER STREET,11/26/2019,40.718021,-73.997794
Manhattan,high income,DELUXE GREEN BO,BAYARD STREET,12/19/2019,40.715497,-73.998368
Manhattan,high income,GELSO & GRAND,MULBERRY STREET,12/19/2019,40.717035,-73.99863
Manhattan,high income,YUNSHANG RICE NOODLE HOUSE,BAYARD STREET,12/19/2019,40.715497,-73.998368
Manhattan,high income,APOTHEKE/CHEMIST,DOYERS STREET,1/23/2020,40.714824,-73.998035
Manhattan,high income,SILK ROAD CAFE,MOTT STREET,11/29/2019,40.71675,-73.997803
Manhattan,high income,TRIBECA'S KITCHEN,CHURCH STREET,11/26/2019,40.718199,-74.005302
Manhattan,high income,TIGER SUGAR,CANAL STREET,12/16/2019,40.720268,-74.003203
Manhattan,high income,BENVENUTO CAFE,FRANKLIN STREET,12/19/2019,40.718402,-74.004962
Manhattan,high income,NAYA,VANDAM STREET,12/16/2019,40.726451,-74.007022
Manhattan,high income,PEPOLINO,WEST BROADWAY,12/16/2019,40.719524,-74.006333
Manhattan,high income,BUBBY'S,HUDSON STREET,11/29/2019,40.721302,-74.008227
Manhattan,high income,SOUP & GYRO,CHURCH STREET,12/5/2019,40.718199,-74.005302
Manhattan,high income,LE PAIN QUOTIDIEN,GRAND STREET,12/2/2019,40.720557,-73.999975
Manhattan,high income,THE MILL,VARICK STREET,11/29/2019,40.724402,-74.006039
Manhattan,high income,AU CHEVAL DINER,WALKER STREET,12/4/2019,40.718438,-74.001926
Manhattan,high income,NOMO SOHO,CROSBY STREET,12/2/2019,40.720515,-74.000176
Manhattan,high income,IL PICCOLO BUFALO,MULBERRY STREET,8/29/2019,40.717035,-73.99863
Manhattan,high income,MEE SUM CAFE,PELL STREET,8/30/2019,40.714967,-73.997764
Manhattan,high income,BASEMENT,MOTT STREET,9/10/2019,40.71675,-73.997803
Manhattan,high income,BIBBLE & SIP,HESTER STREET,8/29/2019,40.718021,-73.997794
Manhattan,high income,CIVIC DELI,WORTH STREET,8/29/2019,40.715713,-74.003316
Manhattan,high income,SERAFINA TRIBECA,READE STREET,8/29/2019,40.715885,-74.00859
Manhattan,high income,GALLI RESTAURANT,MERCER STREET,8/29/2019,40.721333,-74.00176
Manhattan,high income,PEKING DUCK HOUSE,MOTT STREET,9/10/2019,40.71675,-73.997803
Manhattan,high income,NICE ONE BAKERY,BAYARD STREET,8/29/2019,40.715497,-73.998368
Manhattan,high income,NEW SHANGHAI DELUXE,MOTT STREET,9/10/2019,40.71675,-73.997803
Manhattan,high income,PUFFY'S TAVERN,HUDSON STREET,8/29/2019,40.721302,-74.008227
Manhattan,high income,CAFE ATELIER,HUDSON STREET,9/4/2019,40.721302,-74.008227
Manhattan,high income,GREEN GARDEN VILLAGE,GRAND STREET,8/29/2019,40.720557,-73.999975
Manhattan,high income,JOE'S GINGER RESTAURANT,PELL STREET,9/10/2019,40.714967,-73.997764
Manhattan,high income,MAX RESTAURANT,WEST BROADWAY,9/10/2019,40.719524,-74.006333
