DBA,STREET,INCOME_LEVEL,CUISINE_DESCRIPTION,SCORE,GRADE
E.J LUNCHEONETTE,THIRD AVENUE,high income,American,9,A
E.J LUNCHEONETTE,THIRD AVENUE,high income,American,2,A
E.J LUNCHEONETTE,THIRD AVENUE,high income,American,5,A
E.J LUNCHEONETTE,THIRD AVENUE,high income,American,13,A
E.J LUNCHEONETTE,THIRD AVENUE,high income,American,11,A
EAGLE CITY TEX MEX CHINESE FOOD,FULTON STREET,medium income,Chinese,10,A
EAGLE CITY TEX MEX CHINESE FOOD,FULTON STREET,medium income,Chinese,10,A
EAGLE CITY TEX MEX CHINESE FOOD,FULTON STREET,medium income,Chinese,9,A
EAGLE CITY TEX MEX CHINESE FOOD,FULTON STREET,medium income,Chinese,9,A
EAGLE CITY TEX MEX CHINESE FOOD,FULTON STREET,medium income,Chinese,13,A
EAGLE CITY TEX MEX CHINESE FOOD,FULTON STREET,medium income,Chinese,13,A
EAR INN,SPRING STREET,high income,American,12,A
EAR INN,SPRING STREET,high income,American,13,A
EAR INN,SPRING STREET,high income,American,12,A
EAR INN,SPRING STREET,high income,American,9,A
EAR INN,SPRING STREET,high income,American,13,A
EAR INN,SPRING STREET,high income,American,9,A
DUNKIN' DONUTS,1 AVENUE,high income,Donuts,7,A
DUNKIN' DONUTS,1 AVENUE,high income,Donuts,13,A
DUNKIN' DONUTS,1 AVENUE,high income,Donuts,11,A
DUNKIN' DONUTS,1 AVENUE,high income,Donuts,9,A
DUNKIN' DONUTS,1 AVENUE,high income,Donuts,11,A
DUNKIN' DONUTS,3 AVENUE,high income,Donuts,10,A
EAST BUFFET & RESTAURANT,MAIN STREET,low income,Chinese,0,Z
EAST BUFFET & RESTAURANT,MAIN STREET,low income,Chinese,0,Z
EAST BUFFET & RESTAURANT,MAIN STREET,low income,Chinese,0,Z
EAST BUFFET & RESTAURANT,MAIN STREET,low income,Chinese,12,A
EAST BUFFET & RESTAURANT,MAIN STREET,low income,Chinese,12,A
EAST BUFFET & RESTAURANT,MAIN STREET,low income,Chinese,12,A
EAST BUFFET & RESTAURANT,MAIN STREET,low income,Chinese,7,A
EAST BUFFET & RESTAURANT,MAIN STREET,low income,Chinese,7,A
EAST BUFFET & RESTAURANT,MAIN STREET,low income,Chinese,7,A
EAST BUFFET & RESTAURANT,MAIN STREET,low income,Chinese,7,A
EAST BUFFET & RESTAURANT,MAIN STREET,low income,Chinese,7,A
EAST BUFFET & RESTAURANT,MAIN STREET,low income,Chinese,7,A
EAST BUFFET & RESTAURANT,MAIN STREET,low income,Chinese,11,A
EAST BUFFET & RESTAURANT,MAIN STREET,low income,Chinese,11,A
EAST BUFFET & RESTAURANT,MAIN STREET,low income,Chinese,11,A
EAST MEETS WEST,BEACH  129 STREET,medium income,Chinese,12,A
EAST MEETS WEST,BEACH  129 STREET,medium income,Chinese,7,A
EAST MEETS WEST,BEACH  129 STREET,medium income,Chinese,7,A
EAST MEETS WEST,BEACH  129 STREET,medium income,Chinese,12,A
EAST MEETS WEST,BEACH  129 STREET,medium income,Chinese,12,A
DUNKIN' DONUTS,3 AVENUE,high income,Donuts,11,A
DUNKIN' DONUTS,3 AVENUE,high income,Donuts,13,A
DUNKIN' DONUTS,3 AVENUE,high income,Donuts,12,A
DUNKIN' DONUTS,3 AVENUE,high income,Donuts,4,A
DUNKIN' DONUTS,3 AVENUE,high income,Donuts,4,A
DUNKIN' DONUTS,3 AVENUE,high income,Donuts,12,A
DUNKIN' DONUTS,3 AVENUE,high income,Donuts,5,A
DUNKIN' DONUTS,3 AVENUE,high income,Donuts,8,A
DUNKIN' DONUTS,WEST BURNSIDE AVENUE,low income,Donuts,4,A
EAST SIDE BAGEL CAFE,1 AVENUE,high income,Bagels/Pretzels,12,A
EAST SIDE BAGEL CAFE,1 AVENUE,high income,Bagels/Pretzels,12,A
EAST SIDE BAGEL CAFE,1 AVENUE,high income,Bagels/Pretzels,9,A
EAST SIDE BAGEL CAFE,1 AVENUE,high income,Bagels/Pretzels,9,A
EAST SIDE BAGEL CAFE,1 AVENUE,high income,Bagels/Pretzels,12,A
EAST SIDE BAGEL CAFE,1 AVENUE,high income,Bagels/Pretzels,12,A
EAST SIDE BILLIARD,EAST   86 STREET,high income,American,10,A
EAST SIDE BILLIARD,EAST   86 STREET,high income,American,12,A
EAST SIDE BILLIARD,EAST   86 STREET,high income,American,37,C
EAST SIDE BILLIARD,EAST   86 STREET,high income,American,27,B
EAST SIDE BILLIARD,EAST   86 STREET,high income,American,37,C
EAST SIDE BILLIARD,EAST   86 STREET,high income,American,27,B
EAST SIDE BILLIARD,EAST   86 STREET,high income,American,37,C
EAST SIDE BILLIARD,EAST   86 STREET,high income,American,27,B
EAST SIDE BILLIARD,EAST   86 STREET,high income,American,10,A
EAST SIDE BILLIARD,EAST   86 STREET,high income,American,12,A
EAST SIDE BILLIARD,EAST   86 STREET,high income,American,37,C
EAST SIDE BILLIARD,EAST   86 STREET,high income,American,37,C
EAST VILLAGE CAFE,AVENUE B,medium income,American,2,A
EAST VILLAGE CAFE,AVENUE B,medium income,American,13,A
EAST VILLAGE CAFE,AVENUE B,medium income,American,13,A
EAST VILLAGE CAFE,AVENUE B,medium income,American,13,A
EAST VILLAGE CAFE,AVENUE B,medium income,American,13,A
EAST VILLAGE SOCIAL,ST MARKS PLACE,medium income,American,10,A
EAST VILLAGE SOCIAL,ST MARKS PLACE,medium income,American,10,A
EAST VILLAGE SOCIAL,ST MARKS PLACE,medium income,American,10,A
EAST VILLAGE SOCIAL,ST MARKS PLACE,medium income,American,10,A
EAST VILLAGE SOCIAL,ST MARKS PLACE,medium income,American,13,A
EAST VILLAGE SOCIAL,ST MARKS PLACE,medium income,American,13,A
EAST VILLAGE SOCIAL,ST MARKS PLACE,medium income,American,12,A
EAST VILLAGE SOCIAL,ST MARKS PLACE,medium income,American,12,A
EAST VILLAGE SOCIAL,ST MARKS PLACE,medium income,American,13,A
EAST VILLAGE SOCIAL,ST MARKS PLACE,medium income,American,13,A
EAST VILLAGE SOCIAL,ST MARKS PLACE,medium income,American,10,A
EAST VILLAGE SOCIAL,ST MARKS PLACE,medium income,American,10,A
EAST VILLAGE SOCIAL,ST MARKS PLACE,medium income,American,23,B
EAST VILLAGE SOCIAL,ST MARKS PLACE,medium income,American,23,B
EAST VILLAGE SOCIAL,ST MARKS PLACE,medium income,American,12,A
EAST VILLAGE SOCIAL,ST MARKS PLACE,medium income,American,12,A
EAST VILLAGE SOCIAL,ST MARKS PLACE,medium income,American,13,A
EAST VILLAGE SOCIAL,ST MARKS PLACE,medium income,American,13,A
EASTEND BAR & GRILL,1 AVENUE,high income,American,10,A
EASTEND BAR & GRILL,1 AVENUE,high income,American,23,B
EASTEND BAR & GRILL,1 AVENUE,high income,American,24,B
EASTEND BAR & GRILL,1 AVENUE,high income,American,24,B
EASTEND BAR & GRILL,1 AVENUE,high income,American,5,Z
EASTEND BAR & GRILL,1 AVENUE,high income,American,23,B
EAT HERE NOW,LEXINGTON AVENUE,high income,American,9,A
EAT HERE NOW,LEXINGTON AVENUE,high income,American,9,A
EAT HERE NOW,LEXINGTON AVENUE,high income,American,11,A
EAT HERE NOW,LEXINGTON AVENUE,high income,American,11,A
EATA PITA,EAST   42 STREET,high income,Mediterranean,12,A
EATA PITA,EAST   42 STREET,high income,Mediterranean,12,A
EATA PITA,EAST   42 STREET,high income,Mediterranean,9,A
EATA PITA,EAST   42 STREET,high income,Mediterranean,9,A
EATA PITA,EAST   42 STREET,high income,Mediterranean,9,A
EATA PITA,EAST   42 STREET,high income,Mediterranean,9,A
EATS,LEXINGTON AVENUE,high income,American,18,B
EATS,LEXINGTON AVENUE,high income,American,18,B
EATS,LEXINGTON AVENUE,high income,American,18,B
EATS,LEXINGTON AVENUE,high income,American,9,A
EATS,LEXINGTON AVENUE,high income,American,9,A
EATS,LEXINGTON AVENUE,high income,American,9,A
EATS,LEXINGTON AVENUE,high income,American,9,A
EATS,LEXINGTON AVENUE,high income,American,9,A
EATS,LEXINGTON AVENUE,high income,American,9,A
EATS,LEXINGTON AVENUE,high income,American,13,A
EATS,LEXINGTON AVENUE,high income,American,13,A
EATS,LEXINGTON AVENUE,high income,American,13,A
EATS,LEXINGTON AVENUE,high income,American,11,A
EATS,LEXINGTON AVENUE,high income,American,11,A
EATS,LEXINGTON AVENUE,high income,American,11,A
EATS,LEXINGTON AVENUE,high income,American,13,A
EATS,LEXINGTON AVENUE,high income,American,13,A
EATS,LEXINGTON AVENUE,high income,American,13,A
EATS,LEXINGTON AVENUE,high income,American,10,A
EATS,LEXINGTON AVENUE,high income,American,10,A
EATS,LEXINGTON AVENUE,high income,American,10,A
ECUA VILLA COFFEE SHOP,EAST  170 STREET,low income,Caf̩/Coffee/Tea,7,A
ECUA VILLA COFFEE SHOP,EAST  170 STREET,low income,Caf̩/Coffee/Tea,7,A
ECUA VILLA COFFEE SHOP,EAST  170 STREET,low income,Caf̩/Coffee/Tea,12,A
ECUA VILLA COFFEE SHOP,EAST  170 STREET,low income,Caf̩/Coffee/Tea,12,A
ECUA VILLA COFFEE SHOP,EAST  170 STREET,low income,Caf̩/Coffee/Tea,0,P
ECUA VILLA COFFEE SHOP,EAST  170 STREET,low income,Caf̩/Coffee/Tea,0,P
ECUA VILLA COFFEE SHOP,EAST  170 STREET,low income,Caf̩/Coffee/Tea,7,A
ECUA VILLA COFFEE SHOP,EAST  170 STREET,low income,Caf̩/Coffee/Tea,7,A
ECUA VILLA COFFEE SHOP,EAST  170 STREET,low income,Caf̩/Coffee/Tea,10,A
ECUA VILLA COFFEE SHOP,EAST  170 STREET,low income,Caf̩/Coffee/Tea,10,A
ECUADORIAN FOOD RESTAURANT,34 AVENUE,medium income,Spanish,11,A
ECUADORIAN FOOD RESTAURANT,34 AVENUE,medium income,Spanish,12,A
ECUADORIAN FOOD RESTAURANT,34 AVENUE,medium income,Spanish,12,A
EDWARD'S,WEST BROADWAY,high income,American,8,A
EDWARD'S,WEST BROADWAY,high income,American,8,A
EDWARD'S,WEST BROADWAY,high income,American,5,A
EDWARD'S,WEST BROADWAY,high income,American,5,A
EDWARD'S,WEST BROADWAY,high income,American,5,A
EDWARD'S,WEST BROADWAY,high income,American,5,A
EDWARD'S,WEST BROADWAY,high income,American,11,A
EDWARD'S,WEST BROADWAY,high income,American,11,A
EET,VARICK STREET,high income,American,7,A
EET,VARICK STREET,high income,American,13,A
EET,VARICK STREET,high income,American,9,A
EET,VARICK STREET,high income,American,8,A
EET,VARICK STREET,high income,American,13,A
EET,VARICK STREET,high income,American,9,A
EL CAMION CANTINA,AVENUE A,medium income,Mexican,13,A
EL CAMION CANTINA,AVENUE A,medium income,Mexican,13,A
EL CAMION CANTINA,AVENUE A,medium income,Mexican,12,A
EL CAMION CANTINA,AVENUE A,medium income,Mexican,12,A
EL CAMION CANTINA,AVENUE A,medium income,Mexican,12,A
EL CAMION CANTINA,AVENUE A,medium income,Mexican,12,A
EL CAMION CANTINA,AVENUE A,medium income,Mexican,10,A
EL CAMION CANTINA,AVENUE A,medium income,Mexican,10,A
EL CAMION CANTINA,AVENUE A,medium income,Mexican,27,B
EL CAMION CANTINA,AVENUE A,medium income,Mexican,27,B
EL CAMION CANTINA,AVENUE A,medium income,Mexican,12,A
EL CAMION CANTINA,AVENUE A,medium income,Mexican,12,A
EL CAMION CANTINA,AVENUE A,medium income,Mexican,27,B
EL CAMION CANTINA,AVENUE A,medium income,Mexican,27,B
EL CAMION CANTINA,AVENUE A,medium income,Mexican,27,B
EL CAMION CANTINA,AVENUE A,medium income,Mexican,27,B
El Crucero Restaurant & Grill,EAST  138 STREET,low income,Spanish,9,A
El Crucero Restaurant & Grill,EAST  138 STREET,low income,Spanish,13,A
El Crucero Restaurant & Grill,EAST  138 STREET,low income,Spanish,13,A
El Crucero Restaurant & Grill,EAST  138 STREET,low income,Spanish,12,A
El Crucero Restaurant & Grill,EAST  138 STREET,low income,Spanish,9,A
El Crucero Restaurant & Grill,EAST  138 STREET,low income,Spanish,5,A
El Crucero Restaurant & Grill,EAST  138 STREET,low income,Spanish,13,A
El Crucero Restaurant & Grill,EAST  138 STREET,low income,Spanish,12,A
EL DESPERTAR MARLENE,PROSPECT AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",18,B
EL DESPERTAR MARLENE,PROSPECT AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",18,B
EL DESPERTAR MARLENE,PROSPECT AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10,A
EL DESPERTAR MARLENE,PROSPECT AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",18,B
EL DESPERTAR MARLENE,PROSPECT AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10,A
EL DESPERTAR MARLENE,PROSPECT AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9,A
EL DIAMANTE RESTAURANT,3 AVENUE,low income,Spanish,22,B
EL DIAMANTE RESTAURANT,3 AVENUE,low income,Spanish,22,B
EL DIAMANTE RESTAURANT,3 AVENUE,low income,Spanish,23,B
EL DIAMANTE RESTAURANT,3 AVENUE,low income,Spanish,23,B
EL DIAMANTE RESTAURANT,3 AVENUE,low income,Spanish,22,B
EL DIAMANTE RESTAURANT,3 AVENUE,low income,Spanish,22,B
EL DIAMANTE RESTAURANT,3 AVENUE,low income,Spanish,13,A
EL DIAMANTE RESTAURANT,3 AVENUE,low income,Spanish,13,A
EL DIAMANTE RESTAURANT,3 AVENUE,low income,Spanish,13,A
EL DIAMANTE RESTAURANT,3 AVENUE,low income,Spanish,13,A
EL DIAMANTE RESTAURANT,3 AVENUE,low income,Spanish,15,B
EL DIAMANTE RESTAURANT,3 AVENUE,low income,Spanish,15,B
EL DIAMANTE RESTAURANT,3 AVENUE,low income,Spanish,23,B
EL DIAMANTE RESTAURANT,3 AVENUE,low income,Spanish,23,B
EL DIAMANTE RESTAURANT,3 AVENUE,low income,Spanish,15,B
EL DIAMANTE RESTAURANT,3 AVENUE,low income,Spanish,15,B
EL GRAN VALLE RESTAURANT,JEROME AVENUE,low income,Spanish,2,A
EL GRAN VALLE RESTAURANT,JEROME AVENUE,low income,Spanish,2,A
EL GRAN VALLE RESTAURANT,JEROME AVENUE,low income,Spanish,2,A
EL GRAN VALLE RESTAURANT,JEROME AVENUE,low income,Spanish,15,B
EL GRAN VALLE RESTAURANT,JEROME AVENUE,low income,Spanish,15,B
EL GRAN VALLE RESTAURANT,JEROME AVENUE,low income,Spanish,15,B
EL JOBO RESTAURANT,EAST  181 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,A
EL JOBO RESTAURANT,EAST  181 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,A
EL JOBO RESTAURANT,EAST  181 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",7,A
EL JOBO RESTAURANT,EAST  181 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",7,A
EL JOBO RESTAURANT,EAST  181 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10,A
EL JOBO RESTAURANT,EAST  181 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10,A
EL JOBO RESTAURANT,EAST  181 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",0,A
EL JOBO RESTAURANT,EAST  181 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",0,A
EL JOBO RESTAURANT,EAST  181 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",7,A
EL JOBO RESTAURANT,EAST  181 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",7,A
EL JOBO RESTAURANT,EAST  181 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",7,A
EL JOBO RESTAURANT,EAST  181 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",7,A
EL LIDER RESTAURANT,PARK AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9,A
EL LIDER RESTAURANT,PARK AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10,A
EL LIDER RESTAURANT,PARK AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11,A
EL LIDER RESTAURANT,PARK AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11,A
EL LIDER RESTAURANT,PARK AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11,A
EL LIDER RESTAURANT,PARK AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9,A
EL LIDER RESTAURANT,PARK AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10,A
EL MERO MERO,38TH ST,medium income,Mexican,2,A
EL MITOTE,COLUMBUS AVENUE,high income,Mexican,10,A
EL MITOTE,COLUMBUS AVENUE,high income,Mexican,10,A
EL MITOTE,COLUMBUS AVENUE,high income,Mexican,13,A
EL MITOTE,COLUMBUS AVENUE,high income,Mexican,13,A
EL MITOTE,COLUMBUS AVENUE,high income,Mexican,10,A
EL MITOTE,COLUMBUS AVENUE,high income,Mexican,10,A
EL MITOTE,COLUMBUS AVENUE,high income,Mexican,13,A
EL MITOTE,COLUMBUS AVENUE,high income,Mexican,13,A
EL MITOTE,COLUMBUS AVENUE,high income,Mexican,7,A
EL MITOTE,COLUMBUS AVENUE,high income,Mexican,7,A
EL NUEVO BOHIO RESTAURANT,EAST TREMONT AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,A
EL NUEVO BOHIO RESTAURANT,EAST TREMONT AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,A
EL NUEVO BOHIO RESTAURANT,EAST TREMONT AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11,A
EL NUEVO BOHIO RESTAURANT,EAST TREMONT AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11,A
EL NUEVO BOHIO RESTAURANT,EAST TREMONT AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,A
EL NUEVO BOHIO RESTAURANT,EAST TREMONT AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,A
EL NUEVO BOHIO RESTAURANT,EAST TREMONT AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11,A
EL NUEVO BOHIO RESTAURANT,EAST TREMONT AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11,A
EL NUEVO BOHIO RESTAURANT,EAST TREMONT AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,A
EL NUEVO BOHIO RESTAURANT,EAST TREMONT AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,A
EL NUEVO BOHIO RESTAURANT,EAST TREMONT AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,A
EL NUEVO BOHIO RESTAURANT,EAST TREMONT AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,A
EL NUEVO BOHIO RESTAURANT,EAST TREMONT AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,A
EL NUEVO BOHIO RESTAURANT,EAST TREMONT AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,A
EL NUEVO BOHIO RESTAURANT,EAST TREMONT AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9,A
EL NUEVO BOHIO RESTAURANT,EAST TREMONT AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9,A
EL NUEVO BOHIO RESTAURANT,EAST TREMONT AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,A
EL NUEVO BOHIO RESTAURANT,EAST TREMONT AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,A
EL NUEVO BOHIO RESTAURANT,EAST TREMONT AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9,A
EL NUEVO BOHIO RESTAURANT,EAST TREMONT AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9,A
EL NUEVO BOHIO RESTAURANT,EAST TREMONT AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11,A
EL NUEVO BOHIO RESTAURANT,EAST TREMONT AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11,A
EL NUEVO VALLE #2 RESTAURANT LECHONERA,EAST  180 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,A
EL NUEVO VALLE #2 RESTAURANT LECHONERA,EAST  180 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,A
EL NUEVO VALLE #2 RESTAURANT LECHONERA,EAST  180 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,A
EL NUEVO VALLE #2 RESTAURANT LECHONERA,EAST  180 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,A
EL NUEVO VALLE #2 RESTAURANT LECHONERA,EAST  180 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,A
EL NUEVO VALLE #2 RESTAURANT LECHONERA,EAST  180 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",7,A
DUNKIN' DONUTS,WEST BURNSIDE AVENUE,low income,Donuts,4,A
DUNKIN' DONUTS,WEST BURNSIDE AVENUE,low income,Donuts,4,A
DUNKIN' DONUTS,WEST BURNSIDE AVENUE,low income,Donuts,4,A
DUNKIN' DONUTS,WEST BURNSIDE AVENUE,low income,Donuts,11,A
DUNKIN' DONUTS,WEST BURNSIDE AVENUE,low income,Donuts,11,A
DUTCH KILLS,JACKSON AVENUE,medium income,American,3,A
EL PATRON NIGHTCLUB CABARET-RESTAURANT,JEROME AVENUE,low income,American,9,A
EL PATRON NIGHTCLUB CABARET-RESTAURANT,JEROME AVENUE,low income,American,9,A
EL PATRON NIGHTCLUB CABARET-RESTAURANT,JEROME AVENUE,low income,American,7,A
EL PORRON,1 AVENUE,high income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",23,B
EL PORRON,1 AVENUE,high income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,A
EL PORRON,1 AVENUE,high income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",23,B
EL PORRON,1 AVENUE,high income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,A
EL PORRON,1 AVENUE,high income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9,A
EL PORRON,1 AVENUE,high income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",20,B
EL PORRON,1 AVENUE,high income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9,A
EL PORRON,1 AVENUE,high income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",23,B
EL PORRON,1 AVENUE,high income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11,A
EL PORTON BAR & MEXICAN RESTAURANT,SOUTHERN BOULEVARD,low income,Mexican,27,B
EL PORTON BAR & MEXICAN RESTAURANT,SOUTHERN BOULEVARD,low income,Mexican,27,B
EL PORTON BAR & MEXICAN RESTAURANT,SOUTHERN BOULEVARD,low income,Mexican,27,B
EL PORTON BAR & MEXICAN RESTAURANT,SOUTHERN BOULEVARD,low income,Mexican,9,A
EL PORTON BAR & MEXICAN RESTAURANT,SOUTHERN BOULEVARD,low income,Mexican,9,A
EL PORTON BAR & MEXICAN RESTAURANT,SOUTHERN BOULEVARD,low income,Mexican,9,A
EL PORTON BAR & MEXICAN RESTAURANT,SOUTHERN BOULEVARD,low income,Mexican,11,A
EL PORTON BAR & MEXICAN RESTAURANT,SOUTHERN BOULEVARD,low income,Mexican,11,A
EL PORTON BAR & MEXICAN RESTAURANT,SOUTHERN BOULEVARD,low income,Mexican,11,A
EL PORTON BAR & MEXICAN RESTAURANT,SOUTHERN BOULEVARD,low income,Mexican,27,B
EL PORTON BAR & MEXICAN RESTAURANT,SOUTHERN BOULEVARD,low income,Mexican,27,B
EL PORTON BAR & MEXICAN RESTAURANT,SOUTHERN BOULEVARD,low income,Mexican,27,B
EL PORTON BAR & MEXICAN RESTAURANT,SOUTHERN BOULEVARD,low income,Mexican,27,B
EL PORTON BAR & MEXICAN RESTAURANT,SOUTHERN BOULEVARD,low income,Mexican,27,B
EL PORTON BAR & MEXICAN RESTAURANT,SOUTHERN BOULEVARD,low income,Mexican,27,B
EL PORTON BAR & MEXICAN RESTAURANT,SOUTHERN BOULEVARD,low income,Mexican,13,A
EL PORTON BAR & MEXICAN RESTAURANT,SOUTHERN BOULEVARD,low income,Mexican,13,A
EL PORTON BAR & MEXICAN RESTAURANT,SOUTHERN BOULEVARD,low income,Mexican,13,A
EL PORTON BAR & MEXICAN RESTAURANT,SOUTHERN BOULEVARD,low income,Mexican,7,A
EL PORTON BAR & MEXICAN RESTAURANT,SOUTHERN BOULEVARD,low income,Mexican,7,A
EL PORTON BAR & MEXICAN RESTAURANT,SOUTHERN BOULEVARD,low income,Mexican,7,A
EL RANCHITO DE DAISY,150 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10,A
EL RANCHITO DE DAISY,150 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10,A
EL RANCHITO DE DAISY,150 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10,A
EL RANCHITO DE DAISY,150 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,A
EL RANCHITO DE DAISY,150 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,A
EL RANCHITO DE DAISY,150 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,A
EL RANCHITO DE DAISY,150 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,A
EL RANCHITO DE DAISY,150 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,A
EL RANCHITO DE DAISY,150 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,A
EL RANCHITO DE DAISY,150 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",18,B
EL RANCHITO DE DAISY,150 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",18,B
EL RANCHITO DE DAISY,150 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",18,B
EL RANCHITO DE DAISY,150 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,A
EL RANCHITO DE DAISY,150 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,A
EL RANCHITO DE DAISY,150 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,A
EL RANCHITO DE DAISY,150 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,A
EL RANCHITO DE DAISY,150 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,A
EL RANCHITO DE DAISY,150 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,A
EL RANCHITO DE DAISY,150 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",5,A
EL RANCHITO DE DAISY,150 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",5,A
